Closing Price,Volume,Previous Day High,Previous Day Low,Next Day Opening Price
303.17,6894,309.32,287.3,299.33
480.02,2926,496.2,471.26,475.14
427.1,9140,441.24,411.49,423.61
150.79,1744,162.88,135.01,149.32
267.96,9342,285.38,261.96,263.68
315.88,3883,335.83,314.58,310.94
311.77,3248,320.08,308.8,307.89
251.81,9553,260.25,235.17,256.17
312.66,2215,327.64,303.96,312.91
137.2,5625,150.44,120.25,136.55
362.09,5258,363.35,350.69,361.96
299.1,3326,312.55,294.35,299.64
415.06,2158,429.73,400.53,411.14
377.36,8868,397.09,365.75,378.2
145.11,1944,157.26,137.42,148.45
240.28,6113,254.29,237.62,240.89
394.5,5850,410.48,391.56,398.33
234.75,5803,237.58,230.17,231.14
326.76,3937,341.72,312.97,330.02
484.51,4758,495.9,469.68,486.13
131.97,5554,134.87,118.98,133
176.12,9807,189.84,168.71,177
292.24,8297,297.7,282.87,288.43
395.37,1003,406.59,380.89,396.79
232.04,5754,238.38,218.51,231.03
146.98,6063,149.97,131.3,142.62
226.31,2612,232.08,220.73,223.36
357.77,5529,367.11,356.69,357.2
417.02,5721,427.41,410.96,421.95
490.81,9403,494.63,483.2,490.11
404.54,3240,411.64,385.29,401.04
296.9,5322,314.23,291.77,300.92
217.05,9531,235.34,200.35,212.4
471.01,6963,482.18,458.18,467.27
313.68,8153,324,309.5,313.42
375.52,9870,387.56,366.85,371.45
288.98,3460,294.05,278.28,289.69
196.84,5418,216.72,189.3,193.42
318.78,3556,333.94,313.48,320.28
435.96,5170,441.5,430.16,432.14
253.33,8795,259.5,241.21,256.43
367.49,3387,380.81,353.42,369.83
116.94,4632,124.08,107.03,121.2
474.62,3366,482.37,455.72,470.3
487.97,1794,503.81,473.13,488.53
254.52,4781,260.59,236.57,256.61
299.35,6992,313.75,289.32,303.38
164.23,8225,183,162.95,164.05
178.48,4705,181.84,166.23,182.99
340.83,8432,344.57,324.28,337.05
350.8,9916,369.72,339.61,350.13
236.64,1977,241.51,224.85,234.17
249.61,1075,251.01,230.09,246.17
302.49,4602,319.99,294.53,300.36
475.92,2657,482.28,459.68,477.56
159.86,6005,166.53,149.27,159.69
320.61,6849,325.92,310.8,317.43
123.27,2871,141.71,119.51,118.59
283.34,5869,299.05,268.12,287.57
258.88,5208,271.22,242.24,257.03
165.68,1349,175.29,156.49,161.96
165.6,5860,169.33,150.09,162.06
280.04,4090,298.63,268,277.57
150.64,6848,165.88,144.74,147.95
217.91,3264,224.21,199.36,215.71
128.49,2523,147.49,114.25,125.74
218.92,1641,237.69,201.23,218.22
313.48,9905,327.01,307.13,316.13
397.55,9190,417.26,379.14,392.82
432.16,4496,436.72,424.23,429.07
235.14,6812,250.03,233.96,237.26
475.52,2927,479.41,473.09,472.01
196.25,9480,210.39,193.55,198.66
132.23,6546,150.71,127.29,132.38
470,7045,481.19,465.46,473.82
315.92,7433,331.42,313.82,311.03
240.55,6987,244.27,222.54,243.4
459.24,7163,472.28,442.51,459.97
410.3,7461,412.5,394.8,409.99
432.98,7359,434.68,422.87,429.43
216.94,2623,229.98,207.86,214.28
449.39,1252,461.28,440.31,452.25
359.91,7211,367.16,353.94,356.4
395.21,4662,405.95,382.65,395.48
224.97,7482,238.97,222.85,222.05
198.01,6778,211.26,184.49,197.9
263.27,1367,265.67,252.51,260.82
330.09,3030,343.97,313.57,328.6
366.39,3700,379.93,346.91,369.42
299.19,8558,312.91,281.53,294.56
379.55,5623,396.65,364.87,383.79
383.33,4337,395.29,374.11,381.53
366.43,3296,385.25,361.35,367.39
200.44,8845,220.06,186.8,197.65
278.53,9244,293.82,273.7,277.12
406.3,6204,414.11,404.91,405.9
454.78,2408,458.5,442.89,456.67
300.47,1718,317.05,291.98,304.2
494.72,7857,498.5,477.07,498.38
169.89,1570,173.66,156.62,168.26
189.75,8010,208.21,176.45,185.64
284.3,2048,295.94,268.33,288.55
303.5,4999,310.07,296.12,298.8
269.79,6662,289.09,250.59,273.6
272.16,4964,286.6,266.95,267.42
294.9,4074,306.06,277.34,299.67
228.07,1853,235.33,209.76,223.18
152.38,5289,166.23,150.64,147.55
482.44,6846,497.33,469.44,482.53
417.99,8015,432.52,402.76,419.66
425.96,1829,430.67,406.84,424.49
245.98,1692,260.23,240.21,247.04
261.55,6975,273.6,249.88,265.01
474.34,6496,491.49,458.65,477.29
489.17,4616,502.04,485.35,493.01
477.05,8920,480.83,459.84,473.64
357.04,4162,364.09,348.37,354.29
197.09,3700,212.22,183.93,197.96
341.99,7628,357.05,340.19,344.23
335.63,2574,340.87,330.4,331.71
463.29,3152,471.03,453.21,460.05
224.67,8192,225.96,218.17,228.9
180.27,7637,187.57,161.07,175.53
206.32,6568,207.82,190.22,205.34
197.26,2551,214.84,179.83,194.37
359.35,5679,373.02,349.49,362.1
424.97,2620,444.39,414.97,428.61
247.25,5042,265.19,230.95,244.72
170.57,4801,183.03,162.2,171.46
237.24,9627,247.79,227.1,240.67
318.62,2467,336.41,307.58,319.61
365.79,4364,372.46,353.26,366.8
319.92,2845,325.17,306.57,319.05
202.69,2534,211.48,188.76,204.22
467.21,2490,469.22,457.77,471.81
275.13,5270,281.86,268.52,273.12
283.59,7484,286.18,265.11,280.59
486.95,4818,488.95,470.25,491.54
447.35,8633,458.82,446.28,442.95
422.51,1169,436.96,411.76,425.91
173.08,5835,184.27,166.86,177.17
435.23,1700,437.58,422.02,432.43
282.12,7130,290.63,271.57,281.38
183.76,5541,186.87,182.36,179.99
496.35,1950,509.7,481.53,495.02
168.82,4045,185.52,162.59,168.39
468.78,3618,471.99,462.83,468.87
100.21,4830,102.48,98.6,96.44
275.17,1297,283.88,258.43,274.2
111.96,9051,118.72,99.96,113.21
464.98,1509,470.93,454.77,464.98
150.36,6893,155.37,136.52,153.77
369.24,4749,376.26,361.68,373.75
352.49,8118,371.83,340.67,355.66
411.63,2440,428.92,405.89,407.1
398.75,6465,411.18,396.55,395.9
112.98,8581,129.19,101.31,108.86
255.36,6229,256.64,250.16,254.7
229.01,1448,232.13,213.76,231.25
489.15,1633,495.71,479.57,484.48
409.96,6886,423.19,404.2,407.63
383.18,2018,400.97,370.63,379.12
276.86,9906,282.26,273.65,275.97
456.39,6609,460.03,440.92,460.64
106.73,6646,123.84,97.14,105.86
191.38,8115,200.15,174.94,192.72
378.01,1917,392.3,374.38,376.88
303.36,7937,314.77,295.09,305.67
313.52,5273,317.87,309.1,315.95
266.54,3032,280.85,264.38,262.92
166.58,9790,175.58,147.43,168.12
166.49,3364,172.96,151.68,165.35
217.79,1002,235.94,210.61,221.39
287.32,6277,288.44,281.65,283.9
429.65,6305,438.34,424.77,433.62
278.73,7039,285.44,276.92,278.85
459.12,9004,461.15,456.17,456.67
148.21,5146,150.73,145.25,146.55
208.71,7965,212.98,195.05,203.76
128.21,4762,138.8,115.91,132.71
304.01,3714,310.38,292.21,301.26
136.01,3472,152.93,121.06,140.11
418.27,8792,423.83,412.5,421.8
115.91,5215,130.59,108.4,114.4
290.16,1617,295.15,286.75,287.27
268.25,2393,270.05,256.08,267.51
180.89,3464,186.92,162.17,185.23
334.74,2802,351.66,317.34,338.29
254.44,9355,257,242.89,254.33
179.19,9826,186.73,165.94,179.64
430.63,5644,431.78,410.77,429.71
364.28,7031,377.25,353.45,368.73
104.86,1718,123.77,87.32,109.75
300.75,4463,309.05,290.23,298.64
208.52,1994,220.48,206.61,213.02
466.04,5616,475.64,447.29,470.55
390.23,1836,409.73,387.11,389.97
344.65,9703,359.63,330.27,343.79
135.62,8759,137.46,130.1,139.31
472.26,2041,475.32,454.14,476.69
157.68,8627,167.62,152.87,156.7
280.3,5802,293.3,276.64,280.22
372.42,6235,378.93,363.08,370.76
297.91,9735,311.73,287.47,295
452.99,7366,464.94,436.43,457.95
434.14,5183,443.4,418.65,431.02
154.15,6792,166.21,146.91,157.29
347.05,2921,365.47,338.74,346.26
120.88,3869,126.5,108.92,116.72
388.23,9866,404.26,376.75,386.48
394.41,3236,395.64,377.03,390.24
237.8,7514,240.41,227.82,242.62
414.64,5923,433.68,396.66,412.29
361.08,3297,375.34,356.18,363.54
301.62,5219,314.65,284.14,300.88
282.11,3013,289.46,275.33,283.9
143.66,3352,148.16,127.66,141.21
312.44,5886,320.66,300.7,308.38
162.44,2859,174.81,144.8,165.53
362.41,5493,375.47,357.02,364.58
337.89,8325,342.11,323.56,333.98
216.21,3050,225.68,199.08,218.52
198.8,3043,210.57,183.04,199.78
290.42,7474,309.66,278.67,287.14
305,5674,316.43,291.16,308.25
419.17,3728,431.2,414.44,421.16
221.58,9111,237.12,216.47,221.65
261.37,6681,270.33,255.29,258.16
237.32,1441,245.61,220.59,237.72
257.65,3062,269.87,253.47,254.27
326.84,6241,342.72,320.16,323.68
322.99,9817,336.1,304.5,320.4
244.54,7976,249.07,229.19,246.08
340.97,7113,349.53,326.04,342.77
346.42,8555,357.16,336.77,342.15
310.76,1090,321.71,296.41,312.27
280.94,3764,288.4,269.2,276.29
131.17,6878,142.1,128.82,135.22
316.51,2517,330.29,304.55,319.29
385.08,9039,394.97,375.49,387.32
186.13,7047,195.71,182.97,183.52
411.13,7664,427.36,403.59,416.01
334.57,4812,349.95,316.57,338.82
195.01,9376,204.03,178.74,194.91
165.18,9386,185.1,146.82,160.53
198.16,9207,200.42,183.54,198.27
403.63,4152,410.83,390.62,400.17
200.2,4674,201.9,196.56,201.13
373.29,6769,390.24,370.25,378.16
318.33,7836,333.68,312.64,320.9
318.74,7208,332.73,311.77,316.96
441.04,5380,446.11,428.51,439.98
449.89,9337,464.34,432.22,454.34
314.76,2898,322.51,296.84,310.87
126.12,4744,143.62,112.15,130.02
164.47,2898,169.26,152.57,160.22
479.47,7410,484.61,473.82,478.61
153.88,6831,173.13,135.05,156.33
434.14,7434,444.96,420.39,433.09
316.16,9271,325.64,305.03,316.87
145.6,8787,153.29,142.63,145.51
467.8,6596,484.59,451.11,468.85
471.24,2185,478.94,463.61,467.95
346.14,6624,353.91,328.03,346.93
255.54,4059,258.89,251.34,260.42
343,7967,353.89,341.08,339.94
351.1,4934,369.66,341.84,346.77
348.86,2437,368.05,346.37,347.77
393.36,6103,413.28,391.19,392.11
126.86,9029,136.85,112.3,123.12
141.01,9649,156.74,135.12,141.73
213.11,3273,224.61,199.97,212.49
239.88,6694,251.29,228.03,243.25
355.21,3325,371.53,351.54,354.44
168.75,8992,185.62,160.42,173.61
316.41,6813,317.79,314.16,319.21
174.14,3051,193.05,165.12,174.01
242.19,8360,258.83,237.73,242.72
474.2,4375,488.9,471.37,477.87
458.28,1150,475.47,451.26,461.02
481.24,9050,492.45,480.18,482.82
336.57,8382,352.26,321.17,334.24
300.52,2765,312.89,296.51,299.62
439.57,8494,450.88,426.68,442.44
131.87,5000,136.89,115.05,133.14
491.38,1954,508.48,472.95,495.94
284.95,1084,302.74,273.36,288.68
370.31,9609,389.77,354.34,369.59
391.39,9897,394.68,381.75,389.33
351.54,6365,358.08,341.22,347.78
456.61,9564,470.63,445.22,455.69
215.26,2094,232.51,201.53,212.53
312.92,4273,328.2,299.19,308.09
272.12,8518,281.78,256.2,268.5
381.65,5864,396.45,368.93,381.18
258.05,5316,260.42,240.28,261.97
457.14,2182,470.73,442.67,455.35
296.17,6327,297.32,277.52,295.58
314.4,3898,316.31,299.14,313.24
297.36,5489,312.75,282.32,296.05
349.05,6092,359.13,331.71,351.28
304.16,9513,306.29,290.7,304.22
474.97,2203,485.12,470.56,474.05
152.45,4671,154.64,149.87,156.88
105.37,8549,112.95,98.37,103.13
308.71,7971,312.7,292.24,312.04
405.85,9013,411.02,404.44,406
359.28,1125,363.99,355.43,358.7
485.09,6101,493.16,482.08,480.72
172.91,7961,175.96,171.2,176.5
377.59,4690,388.62,361.2,375.3
426.35,4159,435.08,420.04,428.14
464.83,7142,481.78,449.98,468.57
311.42,4597,328.11,307.72,311.78
245.24,4314,261.9,236.47,246.65
482.14,3577,492.07,478.93,480.55
416.59,5385,423.11,415.54,418.85
288.34,4624,297.23,275.69,289.9
360.47,2610,374.53,350.33,359.91
211.43,6296,222.5,202.51,212.78
345.94,9409,358.8,343.44,343.56
316.01,5820,330.19,303.84,317.59
115.69,3863,134.14,99.87,117.42
446.3,5032,465.23,444.02,445.75
296.08,4853,313.05,287.22,293.57
291.89,1390,294.13,284.98,294.93
213.37,4997,232.98,195.43,215.91
178.56,5246,192.92,172.56,174.13
216.55,9654,230.72,197.61,216.49
359.99,6008,361.43,343.25,355.91
139.06,7017,149.17,136.16,137.26
233.15,4375,246.05,223.01,232.37
491.5,1510,497.79,478.17,488.26
208.61,5868,211.19,196.34,208.3
486.66,5065,497.78,472.76,488.72
141.92,4142,151.4,132.82,141.29
417.59,3909,419.43,399.4,414.94
275.9,6213,286.76,269.76,275.04
177.93,3766,180.97,175.14,178.85
414.97,2608,424.04,395.39,419.33
102.79,2690,108.93,89.41,102.79
238.86,9961,258.3,225.33,242.73
341.94,1227,343.6,325.41,346.79
192.39,8342,204.03,183.38,192.98
233.01,1807,236.9,224.67,229.48
136.58,7360,143.65,117.55,140.33
441.28,1547,445.78,432.94,444.91
268.87,6516,288.77,266.38,272.55
158.12,1723,159.73,151.27,162.62
179.64,1114,190.92,162.04,177.4
210.07,7661,222.62,207.26,208.4
191.79,5035,207.46,177.17,193.66
301.32,7451,314.22,295.26,301.96
462.09,8682,467.48,446.92,465.77
173.57,5161,185.93,162.79,171.11
281.38,9469,300.9,268.28,282.96
365.57,1138,382.69,359.95,369.98
173.52,1675,183.13,169.32,170.68
161.6,8476,171.67,159.39,159.67
162.15,2836,165.67,145.46,161.22
452.79,9872,464.62,438.29,448.66
384.51,5366,390.83,377.93,381.27
234.55,3347,237.6,217.65,233.37
461.02,2065,471.03,444.18,456.77
481.42,8683,483.27,477.8,480.04
259.31,6032,262.59,244.75,256.75
304.18,7405,309.34,297.63,307.82
243.23,6840,263.06,233.36,244.32
191.02,4326,207.38,181.85,195.01
412,7224,423.3,399.6,409.03
359.63,5506,365.04,352.03,355.44
246.76,9921,257.62,244.36,245.3
105.75,5851,119.08,91.97,101.32
405.47,9049,406.56,386.22,409.3
290.95,8270,310.72,277.26,287.83
129.23,6663,142.14,117.98,125.64
149.8,3902,169.58,145.69,152.68
351.35,1050,361.26,338.47,353.48
318.53,8405,331.38,305.92,314.1
196.19,9231,205.96,183.43,196.29
155.95,7022,157.13,138,155.44
453.89,9960,471.04,439.28,452.76
153.95,3968,163.48,138.06,150.21
134.27,7366,144.22,127.32,137.14
347.98,9709,355.82,341.84,345.38
201.02,9155,210.24,196.09,200.6
362.64,3019,377.43,346.85,366.45
295.64,7415,309.95,281.37,293.82
184.5,8573,200.86,177,179.86
127.86,5324,147.37,124.17,131.75
128.26,6680,136.69,111.17,128.2
334.34,5489,341.78,326.04,334.31
403.3,8462,413.68,398.69,403.81
375.86,7713,379.8,372.12,372.66
337.14,6830,352.54,318.67,339.29
184.37,3729,196.41,180.9,181.69
444.72,1600,449.73,436.88,442.73
351.54,2796,368.95,338.53,352.85
377.68,9504,390.44,368.93,380.18
189.53,6199,191.18,179.46,191.84
204.6,1662,209.33,188.35,200.43
463.02,6777,480.95,443.03,465.57
290.43,9686,298.67,280.55,292.06
321.54,4975,341.24,313.34,322.59
144.31,4047,155.37,135.58,148.97
257.83,3194,262.78,249.82,256.3
454.81,7372,467.1,444.81,456.65
460.06,4995,463.01,452.73,460.79
392.06,2731,408.4,382.27,390.94
318.26,3901,331.18,299.29,321.14
472.33,5427,491.64,465.89,471.36
448.74,6568,462.85,435.35,449.32
438.54,1775,440.47,428.29,439.15
452.72,1441,462.78,437.81,452.84
281.3,4048,292.39,271.32,280.87
310.2,1410,328.61,306.15,306.87
269.61,9300,278.82,252.03,267.01
396.03,8669,408.3,382.19,392.26
336.77,4173,341.3,325.78,339.01
127.88,6868,133.53,111.09,130.32
154.64,3936,166.06,135.09,156.03
176.93,7782,191.17,168.15,181.11
368.22,9078,377.5,360.51,365.87
143.92,5829,153.14,128.6,147.13
316.33,6826,322.19,306.69,313.19
436.33,2726,450.6,433.7,432.01
479.01,4165,480.11,471.27,474.01
271.29,1483,282.04,254.93,272.1
313.37,7914,314.44,298.94,316.16
432.61,7963,444.89,415.22,435.84
474.3,5139,475.88,470.51,474
255.94,2339,274.81,250.31,251.53
241.22,7201,251.31,236.14,236.58
280.34,1606,294.33,260.88,284.51
201.52,6261,218.74,197.31,197.45
443.87,7930,449.34,431.51,446.71
227.28,9626,238.54,214.25,222.97
279.78,5218,297.19,267.02,276.62
227.99,4061,239.2,213.84,224.61
147.57,2817,156.03,137.37,145.34
342.66,5721,350.67,340.07,341.72
335.04,1951,343.34,320.72,331.29
217.96,3806,230.65,211.62,222.69
112.56,5780,114.43,110.12,107.58
474.7,4294,483.59,470.47,477.42
242.22,7865,253.87,235.76,242.48
315.5,3945,331.44,306.29,311.36
157.5,5217,168.57,140.13,153.7
200.47,8532,219.06,189.27,201.37
274.1,8493,283.53,264.13,272.25
324.9,3887,338.26,320.26,324.4
441.61,3883,442.94,422.38,442.1
216.17,5638,221.7,197.9,216.9
448.71,2145,465.21,432.21,449.54
283.38,3118,295.52,276.24,279.08
273.07,2198,292.05,261.4,275.48
258.57,8460,273.87,250.18,256.5
454.47,2744,464.01,445.82,450.62
200.41,4090,216.2,198.04,196.43
442.95,1991,452.83,439.28,440.32
135.64,1586,142.91,116.38,136.93
482.13,8811,484.03,469.54,481.85
301.21,9749,318.65,300.09,297.28
499.56,4486,508.52,483.19,494.89
343.17,9833,357.19,340.52,338.42
147.04,5774,150.95,132.59,146.25
124.36,4883,141.11,111.56,127.24
177.37,5186,194.03,175.17,178.1
268.46,9056,278.62,257.37,271.56
398.88,8976,412.65,396.97,397.07
100.29,4193,111.19,98.06,96.69
202.94,6984,214.43,200.97,205.97
335.03,4877,352.92,329.17,337.31
219.15,5041,238.52,202.92,220.04
242.78,3752,250.76,234.89,246.66
220.31,4185,227.61,207.15,221.61
481.27,1418,488.05,477.9,481.53
126.33,5618,141.98,107.61,126.36
463,3234,477.74,452.42,464.18
229.3,8749,231.13,227.83,229.46
198.62,1810,201.3,187.41,196.35
453.31,8654,466.59,448.8,457.85
214.83,3904,221.06,210.11,219.41
494.99,3774,497.73,482.59,491.66
319.24,2653,328.09,313.93,319.54
290.55,5100,308.22,285.48,293.44
490.59,6785,498.55,479.32,486.14
190.71,7943,204.92,185.23,186.94
463.59,5398,481.7,460.49,464.04
336.61,2975,340.83,327.85,331.89
401.99,7498,414.57,400,405.32
332.81,6049,351.06,314.61,336.55
347.46,6214,352.13,337.88,349.82
161.97,8758,181.75,160.72,165.19
160.67,5790,168.6,155.4,162.38
258.86,1825,264,239.66,255.28
238.56,6108,255.47,228.12,233.85
384.82,1429,394.71,377.01,388.31
389.1,4913,402.85,382.12,391.18
325.52,6804,335.82,316.59,324.5
260.8,4721,274.03,255.78,263.77
370.72,2381,372.4,355.49,366.26
374.94,2755,382.59,364.28,373.13
423.64,4671,437.13,408.36,422.06
424.69,5600,432.36,418.86,420.74
127.83,6487,143.57,126.8,130.24
249.62,3911,268.88,230.26,252.4
267.97,6893,269.68,257.24,268.8
438.77,2418,456.02,436.25,437.95
300.72,5482,304.94,297.75,301.79
295.52,6063,313.95,286.26,299.51
321.51,2952,340.5,307.3,320.09
150.89,3030,162.7,142.35,149.23
326.12,1978,336.22,309.54,327.35
320.62,1761,336.03,313.37,322.46
401.77,7153,420.21,399.9,401.35
353.66,6906,359.08,352.5,357.26
482.01,1134,490.28,464.68,480.53
132.04,3620,140.97,112.34,133.45
408.66,3573,425.73,405.14,410.34
400.6,3305,404.2,398.42,398.55
207.74,7587,220.58,189.36,202.93
379.42,3348,387.09,376.51,382.69
363.73,8955,381.55,358.39,363.55
219.48,6145,226.94,203.25,215.44
389.51,6562,409.09,369.55,394.09
472.26,6110,473.56,462.03,470.23
222.09,8143,227.64,217.08,221.83
492.03,8375,501.72,474.93,491.87
189.71,5723,195.58,181.22,188.42
153.86,7344,168.87,147.68,150.37
130.82,1380,147.3,120.5,132.86
185.47,7046,199.73,168.21,182.43
237,2138,256.44,231.58,238.83
393.26,7446,402.93,384.21,396.28
128.8,1141,148.42,119.36,124.04
302.91,5623,306.27,286.08,305.22
307.5,6267,324.57,293.65,308.88
191.18,2524,192.91,175.35,188.13
118.18,6893,129.29,104.01,119.38
190.05,7403,200.25,177.79,189.26
192.16,3055,209.43,188.64,188
375.21,4375,389.52,358.38,375.45
193.51,8183,202.89,180.97,198.24
236.11,4374,254.12,221.78,237.59
118.97,7239,136.8,103.18,117.28
349.58,5321,351.05,342.66,350.21
289.66,9779,307.21,280.35,292.04
237.99,8286,248.99,226.7,234.55
381.15,8338,398.09,373.64,381.44
372.85,1033,377.29,366.94,372.92
231.16,8941,235.03,215.4,229.93
383.76,6424,398.48,368.44,386.23
239.28,2544,245.52,222.48,239.93
188.8,8533,200.42,174.56,190.79
387.93,1527,402.02,381.01,388.89
391.21,4258,403.81,384,394.02
446.31,7327,460.59,435.28,447.65
300.38,8360,313.16,283.5,302.16
192.95,4155,201.16,185.37,190.21
434.76,1895,437.48,419.21,438.22
169.87,6513,187.12,163.06,166.42
475.45,6080,492.52,468.01,473.84
222.66,2526,223.77,207.37,226.56
107.51,1603,124.48,93.61,103.59
174.71,9994,178.58,169.75,178.37
265.92,2085,273.24,249.2,265.67
122.08,3080,130.93,106.17,118.91
263.81,1142,277.72,247.66,266.18
181.15,6234,183.91,171.22,178.99
107.58,2908,124.29,100.34,109.36
219.6,6476,238.51,202.46,222.51
190.52,4575,209.62,178.35,191.22
267.9,7735,270.65,249.22,270.76
403.61,1753,422.07,397.78,407.96
303.91,8774,315.7,284.37,304.41
407.23,5359,422.04,399.02,403.75
234.67,2260,253.35,226.37,236.77
105.27,2533,118.83,99.74,104.37
468.87,2594,478.55,449.53,469.18
225.89,4920,236.86,224.13,227.15
310.75,4246,324.76,300.76,312.93
287.69,2595,306.64,279.74,289.08
333.23,4240,351.14,329.21,330.56
453.99,8219,465.95,439.43,456.47
446.9,4299,451.91,428.83,449.97
492.41,8415,500,486.78,487.79
311.35,3379,319.22,300.89,309.43
468.99,3935,475.48,457,473.76
292.98,4509,308.17,284.56,289.76
117.76,8500,134.65,99.25,114.59
158.48,1098,165.55,148.71,159.39
233.59,8158,250.67,213.92,231.98
390.18,6386,405.14,383.57,391.75
132.55,7151,141.93,130.16,130.18
244.62,2597,258.9,232.7,243.88
492.94,6520,508.56,476.3,497.93
414.27,3892,425.93,405.89,413.01
328.8,5067,338.22,324.28,324.66
124.71,7028,127.64,109.68,127.13
105.85,4181,106.87,99.7,106.73
142.1,3461,160.91,126.47,141.55
230.85,6004,236.93,224.87,234.94
342.56,4079,356.15,330.97,339.02
178.99,4647,197.92,161.13,178.89
120.46,6939,137.01,115.57,117.38
136.34,4973,139.67,119.75,132.17
270.72,6446,286.95,264.67,270.14
409.25,2973,424.05,395.7,413.72
428.44,5373,435.69,422.8,430.66
216.42,4262,230.52,213.24,213.77
365.38,9695,382.07,351.76,365
257.08,1699,263.62,244.78,260.06
489.01,9851,506.52,480.38,485.96
261.98,5190,264.48,260.29,259.02
258.36,2650,269.38,248.33,255.17
300.63,8852,306.06,296.8,301.7
110.2,7777,125.03,102.37,105.49
267.17,8481,271.49,255.03,268.05
431.48,8371,438.97,412.64,434.74
344.83,1676,348.25,334.12,347.66
487.77,9413,504.19,483.07,489.44
230.25,7730,233.76,211.27,227.44
164.61,7089,179.35,163.12,167.77
400.23,5829,414.67,387.02,404.81
117.46,6341,121.17,111.48,114.3
163.82,7573,175.58,148.43,167.93
302.78,4305,313.22,295.49,306.31
401.42,1120,413.71,392.27,406.21
340.39,8728,359.2,324.75,338.58
497.96,4450,500.49,479.9,502.3
361.98,7311,378.57,357.51,358.77
389.99,9985,407.37,383.36,386.74
497.57,8763,500.97,496.48,493.64
336.99,8257,350.45,319.71,336.26
385.85,6730,400.19,366.85,380.97
219.33,8439,230.76,213.02,218.14
314.7,3122,325.26,306.4,315.96
464.78,5232,471.82,455.63,460.56
441.33,3308,455.42,432.54,444.51
222.52,4283,228.94,214.05,220.44
242.89,7007,252.63,232.85,238.35
438.55,7753,455.84,434.63,437.3
213.87,9989,216.57,211.77,210.25
455.05,2567,466.09,440.3,458
409.51,5311,419.74,392.42,407.85
160.94,5880,169.13,144.55,157.11
